Importing plotly failed. Interactive plots will not work.
[PIPE] Frecuencia efectiva para el modelado: MS

[DEBUG-ZEROS] ---- Diagnóstico por combinación (post-resample) ----
  • 7.50E+12 | default | DISTRIBUIDORES -> n=39, %ceros=100.00%, pasa_filtro=False
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.65it/s]100%|██████████| 2/2 [00:00<00:00,  4.16it/s]100%|██████████| 2/2 [00:00<00:00,  4.07it/s]
[I 2025-09-24 00:43:44,439] Trial 0 finished with value: 41.790272053016366 and parameters: {'changepoint_prior_scale': 0.0012474114273472812, 'seasonality_prior_scale': 0.630692180414031, 'n_changepoints': 19}. Best is trial 0 with value: 41.790272053016366.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.33it/s]100%|██████████| 2/2 [00:00<00:00,  2.64it/s]100%|██████████| 2/2 [00:00<00:00,  2.73it/s]
[I 2025-09-24 00:43:45,646] Trial 1 finished with value: 46.83277121975652 and parameters: {'changepoint_prior_scale': 0.07471104876277504, 'seasonality_prior_scale': 0.3208285660729644, 'n_changepoints': 49}. Best is trial 0 with value: 41.790272053016366.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  5.61it/s]100%|██████████| 2/2 [00:00<00:00,  4.56it/s]100%|██████████| 2/2 [00:00<00:00,  4.69it/s]
[I 2025-09-24 00:43:46,355] Trial 2 finished with value: 31.03490228148856 and parameters: {'changepoint_prior_scale': 0.02191443125852329, 'seasonality_prior_scale': 0.023542634504268467, 'n_changepoints': 8}. Best is trial 2 with value: 31.03490228148856.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  5.03it/s]100%|██████████| 2/2 [00:00<00:00,  4.28it/s]100%|██████████| 2/2 [00:00<00:00,  4.38it/s]
[PIPE] Rendimiento QUESO RANCHERO 200 GR-default-FOOD SERVICE:
  horizon          mse       rmse  ...     mdape     smape  coverage
0 24 days   180.741057  13.443997  ...  0.266518  0.307494       0.0
1 27 days   465.127109  21.566806  ...  0.276608  0.321004       0.0
2 55 days   340.041844  18.440224  ...  0.404732  0.507415       0.0
3 58 days  1822.361592  42.689127  ...  2.235688  1.055643       0.0
4 84 days   132.502233  11.510961  ...  0.262649  0.302356       0.0

[5 rows x 8 columns]
          ds       yhat  yhat_lower  yhat_upper        y     cutoff
0 2024-01-01  36.999203   26.815126   46.445285  50.4432 2023-12-08
1 2024-02-01  27.121376   16.658560   36.452794  45.5616 2023-12-08
2 2024-03-01  32.315439   22.172211   43.076960  43.8264 2023-12-08
3 2024-04-01  28.722224   18.593191   38.338366  47.7360 2023-12-08
4 2024-05-01  27.213441   16.412898   37.760366  62.0568 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-24 00:43:47,147] A new study created in memory with name: no-name-c7f9d1b3-17e4-4076-bda9-0601e92345df
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  2.18it/s]100%|██████████| 2/2 [00:00<00:00,  2.49it/s]100%|██████████| 2/2 [00:00<00:00,  2.43it/s]
[I 2025-09-24 00:43:48,527] Trial 0 finished with value: 443.2984807636119 and parameters: {'changepoint_prior_scale': 0.00244477533353688, 'seasonality_prior_scale': 0.5593386051551101, 'n_changepoints': 29}. Best is trial 0 with value: 443.2984807636119.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.76it/s]100%|██████████| 2/2 [00:00<00:00,  3.53it/s]100%|██████████| 2/2 [00:00<00:00,  3.56it/s]
[I 2025-09-24 00:43:49,553] Trial 1 finished with value: 157.45648745396304 and parameters: {'changepoint_prior_scale': 0.0851810588983603, 'seasonality_prior_scale': 0.0870269659032751, 'n_changepoints': 35}. Best is trial 1 with value: 157.45648745396304.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  2.97it/s]100%|██████████| 2/2 [00:01<00:00,  1.49it/s]100%|██████████| 2/2 [00:01<00:00,  1.61it/s]
[I 2025-09-24 00:43:51,104] Trial 2 finished with value: 574.958233769055 and parameters: {'changepoint_prior_scale': 0.0010443946690188507, 'seasonality_prior_scale': 1.361954775265037, 'n_changepoints': 12}. Best is trial 1 with value: 157.45648745396304.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.36it/s]100%|██████████| 2/2 [00:00<00:00,  3.18it/s]100%|██████████| 2/2 [00:00<00:00,  3.20it/s]
[PIPE] Rendimiento QUESO RANCHERO 200 GR-default-MAYOREO:
  horizon            mse        rmse  ...     mdape     smape  coverage
0 24 days  319644.317317  565.370955  ...  0.579084  0.449062       0.0
1 27 days   38372.041612  195.887829  ...  0.207951  0.232082       0.0
2 55 days     454.841080   21.327004  ...  0.034043  0.034633       1.0
3 58 days       0.075653    0.275051  ...  0.000336  0.000336       1.0
4 84 days    5968.137019   77.253718  ...  0.087397  0.083738       0.0

[5 rows x 8 columns]
          ds         yhat   yhat_lower   yhat_upper         y     cutoff
0 2024-01-01  1541.690955  1499.488954  1583.239736  976.3200 2023-12-08
1 2024-02-01   605.144996   561.746378   647.445529  626.4720 2023-12-08
2 2024-03-01   961.190518   921.295665  1001.287816  883.9368 2023-12-08
3 2024-04-01   728.562249   685.162683   767.337423  795.6000 2023-12-08
4 2024-05-01   902.190894   860.696587   942.914915  618.9768 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-24 00:43:52,268] A new study created in memory with name: no-name-2403b104-b32a-404b-99c2-26f6070f722e
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:21<00:21, 21.92s/it]100%|██████████| 2/2 [00:22<00:00,  9.24s/it]100%|██████████| 2/2 [00:22<00:00, 11.14s/it]
[I 2025-09-24 00:44:15,044] Trial 0 finished with value: 3870.287501387242 and parameters: {'changepoint_prior_scale': 0.3274705949694237, 'seasonality_prior_scale': 0.7348500786395162, 'n_changepoints': 15}. Best is trial 0 with value: 3870.287501387242.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  2.81it/s]100%|██████████| 2/2 [00:00<00:00,  2.43it/s]100%|██████████| 2/2 [00:00<00:00,  2.47it/s]
[I 2025-09-24 00:44:16,693] Trial 1 finished with value: 1874.683998097753 and parameters: {'changepoint_prior_scale': 0.3810163403139497, 'seasonality_prior_scale': 0.06538102051333919, 'n_changepoints': 46}. Best is trial 1 with value: 1874.683998097753.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.45it/s]100%|██████████| 2/2 [00:00<00:00,  3.11it/s]100%|██████████| 2/2 [00:00<00:00,  3.15it/s]
[I 2025-09-24 00:44:17,742] Trial 2 finished with value: 1583.9228261618234 and parameters: {'changepoint_prior_scale': 0.07202678265814165, 'seasonality_prior_scale': 0.3884070409398642, 'n_changepoints': 33}. Best is trial 2 with value: 1583.9228261618234.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.31it/s]100%|██████████| 2/2 [00:00<00:00,  3.04it/s]100%|██████████| 2/2 [00:00<00:00,  3.07it/s]
[PIPE] Rendimiento QUESO RANCHERO 200 GR-default-PROXIMIDAD:
  horizon           mse         rmse  ...     mdape     smape  coverage
0 24 days  4.228298e+06  2056.282475  ...  0.815286  1.376343       0.0
1 27 days  4.546067e+05   674.245247  ...  0.315513  0.374610       1.0
2 55 days  9.891480e+06  3145.072371  ...  1.329307  2.000000       0.0
3 58 days  1.967998e+05   443.621205  ...  0.225929  0.254701       1.0
4 84 days  1.615983e+06  1271.213387  ...  0.768329  1.247621       0.0

[5 rows x 8 columns]
          ds        yhat   yhat_lower   yhat_upper          y     cutoff
0 2024-01-01  465.877525  -269.636061  1153.930535  2522.1600 2023-12-08
1 2024-02-01 -779.123571 -1508.634839   -56.675906  2365.9488 2023-12-08
2 2024-03-01  383.303413  -326.817272  1127.910312  1654.5168 2023-12-08
3 2024-04-01  -47.547016  -788.356321   630.577488  1906.2576 2023-12-08
4 2024-05-01  221.455555  -502.734676   926.927931  1424.1240 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-24 00:44:18,879] A new study created in memory with name: no-name-192bde1b-bf89-4f41-b015-f3dea9f208ea
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:23<00:23, 23.39s/it]100%|██████████| 2/2 [00:52<00:00, 27.04s/it]100%|██████████| 2/2 [00:52<00:00, 26.49s/it]
[I 2025-09-24 00:45:49,766] Trial 0 finished with value: 45188.714912747484 and parameters: {'changepoint_prior_scale': 0.1425389450936412, 'seasonality_prior_scale': 2.7997747608649983, 'n_changepoints': 32}. Best is trial 0 with value: 45188.714912747484.
